code,first_name,second_name,web_name,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,fbref,understat,transfermarkt
203368,Frédéric,Guilbert,Guilbert,,,,458.0,47.0,46.0,56.0,,,,5d8d7454,3253.0,354352
203389,Nathan,Tella,Tella,,,,633.0,524.0,346.0,412.0,,,,f1e94cd6,8456.0,340322
204043,Arthur Henrique,Ramos de Oliveira Melo,Arthur,,,,,,,620.0,,,,48b3dd60,6942.0,362842
204120,Olivier,Boscagli,Boscagli,,,,,,,,,,143.0,403f5d20,3645.0,318508
204214,Pervis,Estupiñán Tenorio,Estupiñan,,,,,,,586.0,131.0,122.0,147.0,d38fdf53,5136.0,349599
204216,Keshi,Anderson,Anderson,509.0,528.0,,,,,,,,,864a3eba,1779.0,353674
204380,Juninho,Bacuna,Bacuna,,,208.0,,,,,,,,aaf1bf05,7219.0,348863
204454,Isaac,Mbenza,Mbenza,,,514.0,,,,,,,,aa1a8c7e,5662.0,260806
204480,Declan,Rice,Rice,618.0,510.0,406.0,395.0,448.0,421.0,467.0,540.0,16.0,21.0,1c7012b8,5553.0,357662
204481,Tyreke,Johnson,Johnson,,,562.0,326.0,,,,,,,4701e130,7314.0,404586
204580,Vitaly,Janelt,Janelt,,,,,,84.0,86.0,105.0,94.0,125.0,8449d35e,9680.0,270171
204642,Jay-Roy,Grot,Grot,,,,,207.0,,,,,,9a8241af,,360517
204646,Donyell,Malen,Malen,,,,,,,,,725.0,53.0,116c35df,9749.0,326029
204676,Andi,Zeqiri,Zeqiri,,,,,574.0,535.0,,155.0,,,d01231f0,9099.0,345468
204716,Ibrahima,Konaté,Konaté,,,,,,243.0,290.0,302.0,326.0,374.0,5ed9b537,6326.0,357119
204727,Malang,Sarr,M.Sarr,,,,,,501.0,143.0,214.0,176.0,,4315f30d,5648.0,344596
204760,Michael,Folivi,Folivi,620.0,581.0,,,,,,,,,a7b41270,5586.0,479939
204814,Ben,Brereton Díaz,Brereton Díaz,,,,,,,,775.0,584.0,,57827369,11815.0,426192
204819,Elliot,Embleton,Embleton,617.0,,,,,,,,,,e8a427a3,5564.0,364828
204820,George,Marsh,Marsh,,,612.0,,,,,,,,49deb548,7542.0,431424
204822,Omar,Richards,O.Richards,,,,,,,511.0,461.0,438.0,512.0,f9b1b7bf,9675.0,424881
204863,Ryan,Manning,Manning,,,,,,,,,467.0,,847b53eb,13134.0,262300
204936,Gianluigi,Donnarumma,Donnarumma,,,,,,,,,,736.0,08f5afaa,1116.0,315858
204968,Ryan,Yates,Yates,,,,,,,387.0,470.0,449.0,522.0,c1fe2a48,11003.0,425902
205102,Ramadan,Sobhi,Sobhi,486.0,345.0,207.0,,,,,,,,98be0d02,1764.0,312017
205135,Samuel,Shashoua,Shashoua,672.0,,,,,,,,,,df855e4b,5572.0,387313
205533,Eddie,Nketiah,Nketiah,,560.0,552.0,13.0,22.0,20.0,11.0,13.0,11.0,284.0,a53649b7,6482.0,340324
205651,Gabriel,Fernando de Jesus,G.Jesus,625.0,259.0,281.0,211.0,282.0,263.0,28.0,8.0,2.0,31.0,b66315ae,5543.0,363205
205836,Saman,Ghoddos,Ghoddos,,,,,,85.0,87.0,701.0,,,f7b1d4e0,7069.0,204294
206325,Oleksandr,Zinchenko,Zinchenko,238.0,551.0,279.0,206.0,283.0,264.0,313.0,31.0,25.0,12.0,51cf8561,2958.0,203853
206882,Pontus,Dahlberg,Dahlberg,,,374.0,367.0,,,,,,,2475b06e,,365544
206915,Curtis,Jones,C.Jones,,640.0,597.0,569.0,263.0,244.0,291.0,300.0,324.0,388.0,4fb9c88f,6665.0,433188
207189,Sander,Berge,Berge,,,,621.0,360.0,,,475.0,622.0,330.0,d0b6129f,8285.0,333014
207270,Daniel,Iversen,Iversen,,,,,,,548.0,,294.0,,10d221cd,10808.0,260841
207283,Mathias,Jensen,Jensen,,,,,,86.0,88.0,106.0,95.0,126.0,0f134faf,7166.0,319859
207300,Mihai-Alexandru,Dobre,Dobre,,,,574.0,,,,,,,a1f3f5a0,8208.0,365770
207722,Jack,Walton,Walton,,,,,,,,338.0,,,3df50652,,368629
207725,Daniel,Agyei,Agyei,651.0,,,,,,,,,,5c374509,5563.0,367195
208706,Bruno,Guimarães Rodriguez Moura,Bruno G.,,,,,,697.0,374.0,406.0,394.0,488.0,82518f62,8327.0,520624
208904,Mads Juel,Andersen,Andersen,,,,,,,,315.0,,,f098c03e,11715.0,407021
208912,Joe,Worrall,Worrall,,,,,,,388.0,469.0,448.0,199.0,a5212312,10756.0,415970
208973,Francisco,Sierralta,Sierralta,,,,,,396.0,,,,,0f933743,7081.0,371436
208987,Jeff,Reine-Adelaide,Reine-Adelaide,588.0,,,,,,,,,,d504b3e1,1056.0,326300
208998,Zeze Steven,Sessegnon,Sessegnon,,,541.0,,192.0,,,,,,4e229bf9,7205.0,406558
209035,Jonathan,Panzo,Panzo,,,,,,,389.0,460.0,441.0,,c795c408,7247.0,392777
209036,Marc,Guéhi,Guéhi,,,624.0,545.0,,477.0,167.0,228.0,200.0,260.0,d0706b27,7603.0,392757
209037,Zech,Medley,Medley,,,546.0,636.0,,,,,,,692e9958,7231.0,392761
209040,Timothy,Eyoma,Eyoma,,,561.0,,,,,,,,449949f4,7311.0,406559
209041,Angel,Gomes,Gomes,680.0,,568.0,245.0,,,,,,,645a3363,5598.0,392770
209042,Oliver,Skipp,Skipp,,,540.0,352.0,404.0,373.0,441.0,515.0,501.0,,6250083a,7198.0,406638
209043,Nya,Kirby,Kirby,,630.0,,588.0,,,,,,,96b99d13,6563.0,406633
209045,Taylor,Richards,Richards,,,,,,537.0,121.0,,,,e0243d23,9735.0,484551
209046,Callum,Hudson-Odoi,Hudson-Odoi,,583.0,131.0,116.0,122.0,140.0,144.0,205.0,434.0,516.0,15f3ec41,6456.0,392768
209212,Thomas,Edwards,Edwards,648.0,556.0,,,,,,,,,1b780599,5593.0,430788
209243,Jadon,Sancho,Sancho,,,,,,485.0,340.0,397.0,386.0,456.0,dbf053da,6345.0,401173
209244,Phil,Foden,Foden,,492.0,277.0,220.0,284.0,265.0,314.0,353.0,348.0,414.0,ed1e53f3,6055.0,406635
209288,Tom,McGill,McGill,,,,,662.0,688.0,756.0,141.0,,140.0,4eb2d015,9319.0,406556
209289,Emile,Smith Rowe,Smith Rowe,,,545.0,576.0,23.0,21.0,12.0,22.0,19.0,325.0,17695062,7230.0,392765
209293,Daiki,Hashioka,Hashioka,,,,,,,,798.0,,,10cb48b7,12509.0,387191
209353,Patrick,Cutrone,Cutrone,,,,487.0,626.0,523.0,,,,,a4fe8cda,4918.0,265078
209362,Bernardo,Fernandes Da Silva Junior,Bernardo,,,440.0,39.0,75.0,68.0,,,,,17370b95,5245.0,364258
209365,Matthijs,de Ligt,De Ligt,,,,,,,,,593.0,436.0,d6e53a3a,7902.0,326031
209400,Daichi,Kamada,Kamada,,,,,,,,,205.0,271.0,15b287da,6145.0,356141
209411,Joe,Tupper,Tupper,,,576.0,,,,,,,,7d675f6f,7348.0,424901
209413,Jordi,Osei-Tutu,Osei-Tutu,,644.0,,,,,,,,,0a16eb36,6723.0,397099
209418,Tobi,Omole,Omole,,,,,,598.0,,,,,296904e8,9950.0,503687
209419,Max,Melbourne,Melbourne,,572.0,,,,,,,,,7ad65188,6423.0,460255
209420,Joy,Mukena,Mukena,,625.0,,,,,,,,,8bfcc23b,6539.0,506213
209925,Xande,Nascimento da Costa Silva,Xande Silva,,,560.0,387.0,,,390.0,,,,15d561fa,7312.0,258011
210156,Taiwo,Awoniyi,Awoniyi,,,,,,,397.0,437.0,424.0,527.0,e5478b87,7814.0,295313
210207,Fousseni,Diabaté,Diabaté,,601.0,232.0,,,,,,,,d07e3b41,5767.0,364861
210237,Marko,Grujic,Grujic,475.0,231.0,,,,,,,,,8b8e759d,1669.0,222813
210407,Matheus,Pereira,Pereira,,,,,481.0,,,,,,b04ee927,7153.0,225984
210462,Ibrahim,Sangaré,Sangaré,,,,,,,,713.0,442.0,521.0,bced0375,5722.0,375885
210494,Nayef,Aguerd,N.Aguerd,,,,,,,472.0,522.0,529.0,607.0,288e1e13,6935.0,361914
211975,Manuel,Akanji,Akanji,,,,,,,610.0,341.0,340.0,404.0,89ac64a6,6490.0,284730
212314,Saša,Lukić,Lukić,,,,,,,726.0,276.0,249.0,332.0,c6e8cf1f,1537.0,245056
212319,Richarlison,de Andrade,Richarlison,,501.0,393.0,150.0,166.0,180.0,454.0,509.0,497.0,597.0,fa031b34,6026.0,378710
212325,Pierre,Lees-Melou,Lees-Melou,,,,,,471.0,,,,,f5044e54,5619.0,377393
212701,Denis,Zakaria,Zakaria,,,,,,,616.0,,,,384d58d9,6147.0,334526
212721,Lyanco,Silveira Neves Vojnovic,Lyanco,,,,,,567.0,413.0,,,,b5bf1770,6252.0,379807
212723,Milot,Rashica,Rashica,,,,,,449.0,,,,,6c6a3300,6523.0,291739
213056,Tudor,Baluta,Baluta,,,,536.0,,,,,,,ed33f42d,8019.0,433976
213198,Christopher,Nkunku,Nkunku,,,,,,,,212.0,181.0,240.0,7c56da38,3300.0,344381
213280,Jake,Eastwood,Eastwood,,,,299.0,,,,,,,54d9b72d,8233.0,526873
213345,Wesley,Moraes Ferreira da Silva,Wesley,,,,428.0,48.0,47.0,,61.0,,,bfae110f,7724.0,381362
213384,Josh,Clackstone,Clackstone,515.0,,,,,,,,,,25dfa9be,1774.0,453306
213405,Filip,Benkovic,Benkovic,,,501.0,597.0,237.0,,,,,,305a3820,8238.0,293168
213482,Yan,Valery,Valery,,,556.0,306.0,378.0,546.0,414.0,,,,531a4aa8,7280.0,406008
213687,Charlie,Goode,Goode,,,,,,87.0,96.0,102.0,,,7aee4dd3,9687.0,376856
213999,Edson,Álvarez Velázquez,Álvarez,,,,,,,,642.0,511.0,616.0,8b3ab7ad,11926.0,401356
214048,Maximilian,Kilman,Kilman,,,567.0,408.0,470.0,439.0,484.0,563.0,524.0,605.0,d0f72bf1,7332.0,525247
214225,Joe,Rodon,Rodon,,561.0,,,584.0,374.0,442.0,510.0,,348.0,8d62d31a,6377.0,297212
214285,Konstantinos,Tsimikas,Tsimikas,,,,,242.0,245.0,292.0,311.0,337.0,377.0,f315ca93,8852.0,338070
214466,Will,Smallbone,Smallbone,,,,584.0,379.0,347.0,415.0,,471.0,,5e105217,8224.0,444211
214470,Jake,Vokins,Vokins,,,,645.0,380.0,,,,,,d484c261,8493.0,421424
214572,Brandon,Austin,Austin,,,,558.0,,659.0,451.0,491.0,479.0,566.0,5e253986,8093.0,428016
214590,Aaron,Wan-Bissaka,Wan-Bissaka,612.0,579.0,145.0,122.0,313.0,288.0,341.0,401.0,388.0,610.0,9e525177,5584.0,477758
214964,George,Edmundson,Edmundson,,,,,,,,,269.0,,46ff3923,12947.0,385848
214987,Kamil,Miazek,Miazek,,,,,208.0,,,,,,ab20668a,,237632
215059,Robert,Lynch Sánchez,Sánchez,,,,,597.0,69.0,113.0,145.0,185.0,220.0,6a713852,9098.0,403151
215062,Max,Sanders,Sanders,,,572.0,,632.0,,,,,,4871d0e8,7341.0,411495
215066,Alex,Cochrane,Cochrane,,,,666.0,,,,,,,8a08585e,8581.0,392773
215136,Neco,Williams,N.Williams,,,,575.0,264.0,246.0,295.0,467.0,437.0,508.0,dd323728,8204.0,503680
215379,Elliot,Anderson,Anderson,,,,,602.0,609.0,552.0,403.0,423.0,517.0,de31038e,9154.0,567576
215407,Alfie,Lewis,Lewis,,,,651.0,,,,,,,548e5d9f,8521.0,423571
215409,Cameron,John,John,,,596.0,,,,,,,,6c753e99,7389.0,425894
215413,Kiernan,Dewsbury-Hall,Dewsbury-Hall,,,,,,505.0,266.0,,166.0,242.0,5c74c0f5,9739.0,475188
215439,Tomáš,Souček,Souček,,,,616.0,449.0,422.0,468.0,542.0,530.0,613.0,6613c819,8288.0,283628
215457,Kane,Wilson,Wilson,510.0,508.0,,,,,,,,,a3f1897f,1766.0,392774
215460,Ian,Poveda-Ocampo,Poveda,,,,,209.0,195.0,,,,550.0,55b4f1d6,8723.0,392763
215476,Joshua,Sargent,Sargent,,,,,,516.0,,,,,a8d4428b,7295.0,393325
215531,Ionuț,Radu,Radu,,,,,,,,607.0,,,67f649be,1830.0,303657
215610,Marcel,Lavinier,Lavinier,,,,,,724.0,,,,,6b3e4b53,10549.0,392772
215711,Leon,Bailey,Bailey,,,,,,492.0,45.0,34.0,28.0,49.0,3a233281,5221.0,387626
215885,Michael,Phillips,Phillips,606.0,,,,,,,,,,2a1c8e89,5583.0,378629
216051,Diogo,Dalot Teixeira,Dalot,,,294.0,229.0,314.0,510.0,342.0,377.0,369.0,440.0,d9565625,7281.0,357147
216054,Rúben,Nascimento Vinagre,Vinagre,,,431.0,406.0,471.0,,531.0,,,,b937e490,6856.0,357158
216055,Florentino Ibrain,Morris Luís,Florentino,,,,,,,,,,722.0,881cd6be,8969.0,357162
216058,Domingos,Quina,Quina,610.0,568.0,517.0,375.0,,397.0,,,,,41fb0f4e,5573.0,391719
216094,Jeremie,Frimpong,Frimpong,,,,,,,,,,370.0,74f2e748,9328.0,484547
216183,Brahim,Diaz,Diaz,,493.0,278.0,,,,,,,,407feb71,6421.0,314678
216208,Matija,Šarkić,Šarkić,,,,,472.0,,492.0,571.0,,,a89e7b29,10754.0,293257
216554,Sam,Hughes,Hughes,,645.0,,,,,,,,,286f5a8e,6729.0,395797
216616,Dara,O'Shea,O'Shea,,,,,425.0,,,173.0,630.0,,1d042188,8756.0,401320
216620,Marcus,Forss,Forss,,,,,,88.0,97.0,,,,82c215a0,9684.0,404584
216646,Yoane,Wissa,Wissa,,,,,,524.0,89.0,119.0,110.0,135.0,2500cef9,5786.0,388165
217331,Sam,Surridge,Surridge,679.0,,599.0,71.0,,,391.0,464.0,,,b017b770,5602.0,398402
217401,Josh,Benson,Benson,,,583.0,653.0,535.0,116.0,,,,,bf3aeb61,7383.0,397102
217487,Mbwana Ally,Samatta,Samatta,,,,613.0,49.0,48.0,,,,,dae8623e,8287.0,182201
217593,Pablo,Fornals Malla,P.Fornals,,,,399.0,450.0,423.0,469.0,534.0,,,82927de4,2335.0,357885
217989,Rafael,Camacho,Camacho,,641.0,557.0,201.0,,,,,,,91b43c98,6666.0,400831
218023,Jimmy,Dunne,Dunne,,,,638.0,519.0,,,,,,1fdfd6da,8481.0,396174
218031,Çaglar,Söyüncü,Söyüncü,,,515.0,164.0,238.0,217.0,267.0,,,,21166ff4,5264.0,320141
218112,Jason,Lokilo,Lokilo,,491.0,,,,,,,,,fad4d5e8,6028.0,325200
218218,Wout,Faes,Faes,,,,,,,612.0,,291.0,,9c221d14,8646.0,292808
218328,Samuel,Chukwueze,Chukwueze,,,,,,,,,,727.0,b8a642fc,7208.0,401922
218364,Borna,Sosa,Sosa,,,,,,,,,,259.0,af0d79a9,7075.0,293194
218430,Gonzalo,Montiel,G.Montiel,,,,,,,,679.0,,,374d5158,9897.0,402733
218997,Ellis,Simms,Simms,,,,667.0,596.0,602.0,686.0,264.0,,,26d3b5be,8582.0,511550
219002,Dodi,Lukebakio,Lukebakio,,615.0,,,,,,,,,0c61c77c,5706.0,303259
219168,Alexander,Isak,Isak,,,,,,,594.0,415.0,401.0,499.0,8e92be30,5232.0,349066
219249,Matt,O'Riley,O'Riley,,,,,,,,,629.0,164.0,fb495bb8,13206.0,406634
219265,Felix,Nmecha,Nmecha,,,,,609.0,,,,,,091c86e2,9202.0,406640
219279,Sugawara,Yukinari,Sugawara,,,,,,,,,474.0,,580bcd18,12761.0,405385
219291,Claudio,Gomes,Gomes,,,,,659.0,,599.0,,,,22f6ed2c,9314.0,395239
219352,Ademola,Lookman,Lookman,627.0,157.0,170.0,155.0,557.0,587.0,,,,,7c104bb7,5556.0,406040
219727,Joel,Asoro,Asoro,521.0,,,,,,,,,,13e827f8,1754.0,375391
219847,Kai,Havertz,Havertz,,,,,500.0,141.0,145.0,6.0,4.0,30.0,fed7cb61,5220.0,309400
219924,Issa,Diop,Diop,,,409.0,381.0,451.0,424.0,470.0,271.0,245.0,320.0,a712ca2b,3203.0,272622
219929,Rafa,Mir,Mir,,,449.0,,,,,,,,bbf5c11b,2589.0,361254
219937,Rhys,Williams,R.Williams,,,,,594.0,247.0,498.0,,334.0,379.0,012c975a,9086.0,503679
219961,Raphael,Dias Belloli,Raphinha,,,,,570.0,196.0,232.0,,,,3423f250,8026.0,411295
220037,Bailey,Peacock-Farrell,Peacock-Farrell,,,,495.0,99.0,117.0,,175.0,,,4879f8cb,8482.0,410436
220087,Maximilian,Wöber,Wöber,,,,,,,691.0,,,,4b803b3c,7366.0,263361
220166,Marc,Navarro,Navarro,,,385.0,360.0,,398.0,,,,,c2846353,5085.0,335245
220237,Sven,Botman,Botman,,,,,,,377.0,405.0,393.0,475.0,ccce7025,8635.0,361093
220307,Arnaut,Danjuma Groeneveld,Danjuma,,,,492.0,,,713.0,601.0,,,f08490a6,8066.0,355861
220362,Axel,Disasi,Disasi,,,,,,,,611.0,167.0,,ad82197c,6885.0,386047
220394,Tommy,Doyle,Doyle,,,,644.0,285.0,566.0,,351.0,544.0,,5526deb1,8496.0,433183
220566,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,,,,443.0,286.0,266.0,315.0,365.0,360.0,421.0,6434f10d,2496.0,357565
220583,Luke,Woolfenden,Woolfenden,,,,,,,,,284.0,,e28e9bec,12746.0,527425
220585,Flynn,Downes,Downes,,,,,,,509.0,531.0,518.0,,69fdb896,10845.0,506189
220598,Michael,Obafemi,Obafemi,,603.0,550.0,314.0,381.0,348.0,,174.0,,219.0,caa1a7f0,6504.0,444208
220627,James,Justin,Justin,,,,433.0,239.0,218.0,268.0,,295.0,706.0,fb614c44,7753.0,413220
220650,Thibaud,Verlinden,Verlinden,599.0,,,,,,,,,,e5c026d6,5594.0,338673
220682,Arthur,Okonkwo,Okonkwo,,,,,,572.0,,,,,75834acc,9909.0,503769
220684,Aji,Alese,Alese,,,,,,644.0,,,,533.0,182a8b9d,10165.0,502065
220686,Bali,Mumba,Mumba,,,,,,515.0,,,,,2d760d7b,9747.0,433186
220688,Mason,Greenwood,Greenwood,,,608.0,234.0,315.0,289.0,,,,,58eee997,7490.0,532826
220693,Rayhaan,Tulloch,Tulloch,,577.0,,,,,,,,,bddd8ba3,6432.0,433184
220695,Paris,Maghoma,Maghoma,,,,,,614.0,,,674.0,132.0,8a3ddcd2,10053.0,470596
220738,Jayson,Molumby,Molumby,,553.0,617.0,,550.0,,,,,,c908a1bc,6350.0,357656
221239,Keinan,Davis,Davis,,,,34.0,50.0,49.0,52.0,39.0,,,9deaf2c8,1053.0,412660
221245,Levi,Lumeka,Lumeka,,544.0,,,,,,,,,199ff86e,6283.0,537182
221267,Josh,Tymon,Tymon,519.0,336.0,,,,,,,,,efe6f6ac,1745.0,419929
221268,Ben,Hinchcliffe,Hinchcliffe,545.0,,,,,,,,,,6261bd48,1775.0,49597
221271,Ben,Wynter,Wynter,585.0,,,,,,,,,,86334f1a,1756.0,464738
221272,Sam,Woods,Woods,,,609.0,578.0,522.0,,,,,,a62da625,7534.0,611650
221275,Luke,Dreher,Dreher,581.0,,618.0,140.0,,,,,,,d1c509d9,636.0,432293
221286,Charlie,Rowan,Rowan,619.0,,,,,,,,,,d129989d,5585.0,479944
221389,John Victor,Maciel Furtado,John,,,,,,,,,,715.0,33a235af,,432914
221399,Jack,Harrison,Harrison,,,,,203.0,267.0,233.0,661.0,224.0,352.0,aa849a12,8720.0,417346
221403,Richie,Laryea,Laryea,,,,,,,392.0,452.0,,,276fdbe4,,417348
221466,Marcos,Senesi Barón,Senesi,,,,,,,576.0,83.0,79.0,72.0,35141f4c,10864.0,469781
221568,Daniel,Kemp,Kemp,675.0,,,,,,,,,,82362769,5605.0,396857
221610,Jamie,Shackleton,Shackleton,,,,,210.0,197.0,234.0,,,,8d03ca5a,8721.0,534700
221632,Cristian,Romero,Romero,,,,,,494.0,443.0,511.0,498.0,569.0,a3d94a58,7218.0,355915
221820,Lisandro,Martínez,Martinez,,,,,,,533.0,391.0,380.0,437.0,bac46a10,10802.0,480762
222017,Conor,Coventry,Coventry,,,548.0,664.0,668.0,522.0,556.0,529.0,,,a5ca9127,7239.0,419025
222018,Ben,Johnson,Johnson,,573.0,605.0,384.0,452.0,425.0,471.0,536.0,275.0,,9319781b,6424.0,468002
222434,Jack,Simpson,Simpson,,570.0,32.0,66.0,,,,,,,76fa5f80,6410.0,419930
222531,Morgan,Gibbs-White,Gibbs-White,,,448.0,416.0,473.0,440.0,493.0,447.0,433.0,515.0,32f60ed8,6857.0,429014
222564,Francisco,Machado Mota de Castro Trincão,Trincão,,,,,,461.0,,,,,77e39b04,8934.0,412669
222625,George,Hirst,Hirst,,,,661.0,,,,,272.0,,78e87179,8563.0,420808
222627,João,Neves Virgínia,J.Virginia,,,,629.0,167.0,181.0,,266.0,227.0,,728e9b2e,8366.0,329813
222677,Tahith,Chong,Chong,,,603.0,249.0,316.0,,,586.0,,,2696b6a9,7439.0,344830
222683,Justin,Kluivert,Kluivert,,,,,,,,72.0,71.0,81.0,4c3a6744,6963.0,330659
222690,Tyrell,Malacia,Malacia,,,,,,,504.0,389.0,379.0,448.0,6b6c793c,10803.0,339340
222694,Pascal,Struijk,Struijk,,,,,211.0,198.0,235.0,,,343.0,f4d296e4,8717.0,410708
222786,Panagiotis,Retsos,Retsos,,,,625.0,,,,,,,4bd00a50,6316.0,324351
223081,Kristoffer,Klaesson,Klaesson,,,,,,490.0,236.0,,,,3f70db80,9700.0,418561
223094,Erling,Haaland,Haaland,,,,,,,318.0,355.0,351.0,430.0,1f44ac21,8260.0,418560
223175,Matthew,Longstaff,M.Longstaff,,,,540.0,487.0,312.0,,,,,c0027d2d,8016.0,484387
223332,Faustino,Anjorin,Anjorin,,,,630.0,605.0,,,,,,b105919e,8383.0,433181
223333,Louie,Watson,Watson,,,,,,,,339.0,,,d4f63087,,505548
223335,Sylvester,Jasper,Jasper,,,,,707.0,,,,,,a9f04944,9553.0,502074
223336,Dan,Neil,Neil,,,,,,,,,,549.0,a47ad0f5,13720.0,570336
223337,Jamie,Bowden,Bowden,,,,,,717.0,,,,,9a5675c9,10537.0,504051
223340,Bukayo,Saka,Saka,,,563.0,541.0,24.0,22.0,13.0,19.0,17.0,16.0,bc7dc64d,7322.0,433177
223349,Indiana,Vassilev,Vassilev,,,,600.0,51.0,,,,,,04e195ee,8254.0,469860
223434,Igor Julio,dos Santos de Paulo,Igor,,,,,,,,606.0,128.0,149.0,a4e85758,7943.0,380350
223541,Federico,Chiesa,Chiesa,,,,,,,,,636.0,385.0,b0f7e36c,1433.0,341092
223723,Tomiyasu,Takehiro,Tomiyasu,,,,,,590.0,14.0,25.0,22.0,,b3af9be1,7931.0,331560
223824,Reece,Hannam,Hannam,,,,,675.0,540.0,,,,,974b8e7f,9394.0,503241
223827,Daniel,Ballard,Ballard,,,,,,,,,,531.0,38f300f3,13715.0,503686
223911,Chris,Mepham,Mepham,,,580.0,61.0,,,71.0,75.0,72.0,79.0,fed96827,7384.0,480987
224024,Lucas,Tolentino Coelho de Lima,L.Paquetá,,,,,,,603.0,539.0,527.0,612.0,9b6f7fd5,7365.0,444523
224068,Matt,Turner,Turner,,,,,,,24.0,28.0,445.0,504.0,4a51ba65,10700.0,425306
224117,Viktor,Gyökeres,Gyökeres,,,551.0,,,,,,,666.0,4d5a9185,7254.0,325443
224209,Rasmus,Kristensen,Kristensen,,,,,,,244.0,,,,39769cff,10750.0,369684
224444,Ferran,Torres,Torres,,,,,287.0,268.0,,,,,9e1035f8,6441.0,398184
224860,Carlos,Soler,C.Soler,,,,,,,,,654.0,,fed17f5a,2478.0,372246
224946,Matthew,Worthington,Worthington,678.0,,,,,,,,,,8c8b941f,5601.0,493607
224967,Vitalii,Mykolenko,Mykolenko,,,,,,675.0,194.0,260.0,231.0,292.0,30d4a2e5,10291.0,404842
224995,Luis,Sinisterra Lucumí,Sinisterra,,,,,,,508.0,705.0,80.0,91.0,8e16dd48,10866.0,512385
225000,Dion,Sanderson,Sanderson,,,,,,686.0,,,,,b3fa76c5,10294.0,495993
225295,Mateus,Cardoso Lemos Martins,Tetê,,,,,,,715.0,,,,7120a04d,10536.0,371256
225321,Aaron,Ramsdale,Ramsdale,677.0,549.0,,494.0,483.0,559.0,15.0,17.0,14.0,674.0,466fb2c5,5603.0,427568
225368,Meritan,Shabani,Shabani,,,,,553.0,,,,,,012c38ec,6642.0,379980
225702,Samuel,Kalu,Kalu,,,,,,698.0,,,,,b8d22478,6947.0,424051
225796,Reece,James,James,,,,506.0,123.0,142.0,146.0,206.0,172.0,225.0,1265a93a,8067.0,472423
225897,Fodé,Ballo-Touré,Ballo-Touré,,,,,,,,707.0,,,f449640d,,296422
225902,Boubakary,Soumaré,B.Soumaré,,,,,,458.0,269.0,,285.0,,ae59b359,6310.0,344605
226029,Lasse,Sorenson,Sorenson,,637.0,,,,,,,,,ce9c203e,6657.0,357967
226182,Jayden,Bogle,Bogle,,,,,510.0,,,476.0,,342.0,ae5019e6,9205.0,465717
226473,Scott,Twine,Twine,,,,,,,,180.0,,,5a425cab,,433818
226597,Gabriel,dos Santos Magalhães,Gabriel,,,,,494.0,23.0,16.0,5.0,3.0,5.0,67ac5bb8,5613.0,435338
226944,Boubacar,Kamara,Kamara,,,,,,,53.0,47.0,42.0,58.0,cc77354e,5789.0,394327
226956,Mads,Roerslev Rasmussen,Roerslev,,,,,,89.0,90.0,114.0,105.0,112.0,57c94db2,9685.0,391005
227127,Yves,Bissouma,Bissouma,,,466.0,53.0,76.0,70.0,444.0,493.0,482.0,587.0,6c203af0,5609.0,410425
227444,Nikola,Milenković,Milenković,,,,,,,,,573.0,505.0,bee704fc,6174.0,413507
227560,Oghenekaro Peter,Etebo,Etebo,,,,,,467.0,,,,,b579e83d,6538.0,409106
228044,Mads,Bech Sørensen,Bech,,,,,,90.0,91.0,93.0,,,30db8574,9683.0,372240
228286,Edouard,Mendy,Mendy,,,,,548.0,143.0,147.0,,,,33887998,6880.0,442531
228798,Cengiz,Ünder,Ünder,,,,,541.0,,,,,,1880614f,6162.0,341647
229164,Chiedozie,Ogbene,Ogbene,,,,,,,,328.0,632.0,,788c0277,11719.0,392591
229384,Andy,Irving,Irving,,,,,,,,,576.0,621.0,b1be9fc0,12774.0,430310
229415,Jon,McCracken,McCracken,,,,,,666.0,,,,,47188db7,10207.0,403564
229600,Mark,Travers,Travers,,,616.0,74.0,,,72.0,88.0,84.0,288.0,fe558029,7582.0,357658
230001,Noussair,Mazraoui,Mazraoui,,,,,,,,,594.0,438.0,b74277a0,10696.0,340456
230046,Douglas Luiz,Soares de Paulo,Douglas Luiz,,,,470.0,52.0,50.0,46.0,43.0,,699.0,6f7d826d,6122.0,447661
230127,Percy,Tau,Tau,,,,,627.0,,,,,,4d0eb7d2,9249.0,312239
230251,Emmanuel,Dennis,Dennis,,,,,,450.0,585.0,443.0,430.0,,2c44a35d,9301.0,448854
230348,Ross,Stewart,Stewart,,,,,,,,,473.0,,18986367,13060.0,447995
230376,Jhon,Arias,J.Arias,,,,,,,,,,663.0,86d96066,13741.0,588989
230428,Philippe,Sandler,Sandler,,,604.0,,,,,,,,60740e70,7440.0,340460
231057,Jean-Ricner,Bellegarde,Bellegarde,,,,,,,,715.0,535.0,644.0,10f0fdd3,7762.0,450050
231065,Ethan,Pinnock,Pinnock,,,,,,91.0,92.0,112.0,104.0,111.0,e541326e,9678.0,442248
231172,Brandon,Mason,Mason,621.0,406.0,,,,,,,,,1415840f,5558.0,479942
231372,Tanguy,Ndombélé Alvaro,Ndombele,,,,442.0,405.0,375.0,,505.0,,,5cdddffa,5962.0,450936
